1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-0.434969,-3.2596e-06,0.900445,0,-0.900445,1.57458e-06,-0.434969,0,0,-1,-3.61999e-06,0,0,0,0,1|-0.434969,-3.2596e-06,0.900445,0,3.2596e-06,-1,-2.04541e-06,0,0.900445,2.04541e-06,0.434969,0,0,0,0,1|-0.434969,-3.2596e-06,0.900445,0,3.2596e-06,-1,-2.04541e-06,0,0.900445,2.04541e-06,0.434969,0,0.225111,5.11351e-07,0.108742,1|-0.434969,-3.2596e-06,0.900445,0,0.900445,5.6654e-06,0.434969,0,-6.51921e-06,1,4.70821e-07,0,0.225111,5.11351e-07,0.108742,1|-0.434969,-3.2596e-06,0.900445,0,0.900445,5.6654e-06,0.434969,0,-6.51921e-06,1,4.70821e-07,0,0.22511,0.250001,0.108742,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-0.826014,-2.04041e-06,0.56365,0,-0.56365,2.99016e-06,-0.826014,0,0,-1,-3.61999e-06,0,0,0,0,1|-0.826014,-2.04041e-06,0.56365,0,2.04041e-06,-1,-6.29829e-07,0,0.56365,6.29829e-07,0.826014,0,0,0,0,1|-0.826014,-2.04041e-06,0.56365,0,2.04041e-06,-1,-6.29829e-07,0,0.56365,6.29829e-07,0.826014,0,0.140913,1.57457e-07,0.206503,1|-0.826013,-2.04041e-06,0.56365,0,0.56365,4.24982e-06,0.826014,0,-4.08082e-06,1,-2.36033e-06,0,0.140913,1.57457e-07,0.206503,1|-0.826013,-2.04041e-06,0.56365,0,0.56365,4.24982e-06,0.826014,0,-4.08082e-06,1,-2.36033e-06,0,0.140912,0.25,0.206503,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-0.993186,-4.2187e-07,0.116539,0,-0.116539,3.59532e-06,-0.993186,0,0,-1,-3.61999e-06,0,0,0,0,1|-0.993186,-4.21869e-07,0.116539,0,4.21869e-07,-1,-2.46662e-08,0,0.116539,2.46662e-08,0.993186,0,0,0,0,1|-0.993186,-4.21869e-07,0.116539,0,4.21869e-07,-1,-2.46662e-08,0,0.116539,2.46662e-08,0.993186,0,0.0291347,6.16654e-09,0.248297,1|-0.993186,-4.21869e-07,0.116539,0,0.116539,3.64466e-06,0.993186,0,-8.43739e-07,1,-3.57066e-06,0,0.0291347,6.16654e-09,0.248297,1|-0.993186,-4.21869e-07,0.116539,0,0.116539,3.64466e-06,0.993186,0,-8.43739e-07,1,-3.57066e-06,0,0.0291345,0.25,0.248296,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-0.942357,1.21128e-06,-0.334608,0,0.334608,3.41132e-06,-0.942357,0,0,-1,-3.61999e-06,0,0,0,0,1|-0.942357,1.21128e-06,-0.334608,0,-1.21128e-06,-1,-2.08666e-07,0,-0.334608,2.08666e-07,0.942357,0,0,0,0,1|-0.942357,1.21128e-06,-0.334608,0,-1.21128e-06,-1,-2.08666e-07,0,-0.334608,2.08666e-07,0.942357,0,-0.0836521,5.21666e-08,0.235589,1|-0.942357,1.21128e-06,-0.334608,0,-0.334608,3.82866e-06,0.942357,0,2.42256e-06,1,-3.20266e-06,0,-0.0836521,5.21666e-08,0.235589,1|-0.942357,1.21128e-06,-0.334608,0,-0.334608,3.82866e-06,0.942357,0,2.42256e-06,1,-3.20266e-06,0,-0.0836515,0.25,0.235589,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-0.700138,2.5847e-06,-0.714008,0,0.714008,2.53449e-06,-0.700138,0,0,-1,-3.61999e-06,0,0,0,0,1|-0.700138,2.5847e-06,-0.714008,0,-2.5847e-06,-1,-1.0855e-06,0,-0.714008,1.0855e-06,0.700138,0,0,0,0,1|-0.700138,2.5847e-06,-0.714008,0,-2.5847e-06,-1,-1.0855e-06,0,-0.714008,1.0855e-06,0.700138,0,-0.178502,2.71375e-07,0.175034,1|-0.700138,2.5847e-06,-0.714008,0,-0.714008,4.70549e-06,0.700138,0,5.1694e-06,1,-1.44899e-06,0,-0.178502,2.71375e-07,0.175034,1|-0.700138,2.5847e-06,-0.714008,0,-0.714008,4.70549e-06,0.700138,0,5.1694e-06,1,-1.44899e-06,0,-0.178501,0.25,0.175034,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-0.250858,3.50424e-06,-0.968024,0,0.968024,9.08103e-07,-0.250858,0,0,-1,-3.61999e-06,0,0,0,0,1|-0.250858,3.50424e-06,-0.968024,0,-3.50424e-06,-1,-2.71189e-06,0,-0.968024,2.71189e-06,0.250858,0,0,0,0,1|-0.250858,3.50424e-06,-0.968024,0,-3.50424e-06,-1,-2.71189e-06,0,-0.968024,2.71189e-06,0.250858,0,-0.242006,6.77972e-07,0.0627144,1|-0.250858,3.50424e-06,-0.968024,0,-0.968024,6.33188e-06,0.250858,0,7.00847e-06,1,1.80378e-06,0,-0.242006,6.77972e-07,0.0627144,1|-0.250858,3.50424e-06,-0.968024,0,-0.968024,6.33188e-06,0.250858,0,7.00847e-06,1,1.80378e-06,0,-0.242004,0.250001,0.0627149,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|0.257523,3.4979e-06,-0.966272,0,0.966272,-9.32231e-07,0.257523,0,0,-1,-3.61999e-06,0,0,0,0,1|0.257523,3.4979e-06,-0.966272,0,-3.4979e-06,-1,-4.55222e-06,0,-0.966272,4.55222e-06,-0.257523,0,0,0,0,1|0.257523,3.4979e-06,-0.966272,0,-3.4979e-06,-1,-4.55222e-06,0,-0.966272,4.55222e-06,-0.257523,0,-0.241568,1.13806e-06,-0.0643808,1|0.257523,3.4979e-06,-0.966272,0,-0.966272,8.17221e-06,-0.257523,0,6.99579e-06,1,5.48445e-06,0,-0.241568,1.13806e-06,-0.0643808,1|0.257523,3.4979e-06,-0.966272,0,-0.966272,8.17221e-06,-0.257523,0,6.99579e-06,1,5.48445e-06,0,-0.241566,0.250001,-0.0643794,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|0.630717,2.80916e-06,-0.776012,0,0.776012,-2.28319e-06,0.630718,0,0,-1,-3.61999e-06,0,0,0,0,1|0.630717,2.80916e-06,-0.776012,0,-2.80916e-06,-1,-5.90318e-06,0,-0.776012,5.90318e-06,-0.630718,0,0,0,0,1|0.630717,2.80916e-06,-0.776012,0,-2.80916e-06,-1,-5.90318e-06,0,-0.776012,5.90318e-06,-0.630718,0,-0.194003,1.4758e-06,-0.157679,1|0.630717,2.80916e-06,-0.776012,0,-0.776012,9.52317e-06,-0.630718,0,5.61831e-06,1,8.18637e-06,0,-0.194003,1.4758e-06,-0.157679,1|0.630717,2.80916e-06,-0.776012,0,-0.776012,9.52317e-06,-0.630718,0,5.61831e-06,1,8.18637e-06,0,-0.194002,0.250001,-0.157677,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|0.92015,1.41747e-06,-0.391566,0,0.391566,-3.33093e-06,0.92015,0,0,-1,-3.61999e-06,0,0,0,0,1|0.92015,1.41747e-06,-0.391566,0,-1.41747e-06,-1,-6.95092e-06,0,-0.391566,6.95092e-06,-0.92015,0,0,0,0,1|0.92015,1.41747e-06,-0.391566,0,-1.41747e-06,-1,-6.95092e-06,0,-0.391566,6.95092e-06,-0.92015,0,-0.0978915,1.73773e-06,-0.230037,1|0.92015,1.41747e-06,-0.391566,0,-0.391566,1.05709e-05,-0.92015,0,2.83493e-06,1,1.02819e-05,0,-0.0978915,1.73773e-06,-0.230037,1|0.92015,1.41747e-06,-0.391566,0,-0.391566,1.05709e-05,-0.92015,0,2.83493e-06,1,1.02819e-05,0,-0.0978908,0.250002,-0.230035,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|0.996988,-2.80745e-07,0.0775542,0,-0.0775542,-3.60909e-06,0.996988,0,0,-1,-3.61999e-06,0,0,0,0,1|0.996988,-2.80745e-07,0.0775542,0,2.80745e-07,-1,-7.22908e-06,0,0.0775542,7.22908e-06,-0.996988,0,0,0,0,1|0.996988,-2.80745e-07,0.0775542,0,2.80745e-07,-1,-7.22908e-06,0,0.0775542,7.22908e-06,-0.996988,0,0.0193885,1.80727e-06,-0.249247,1|0.996988,-2.80745e-07,0.0775542,0,0.0775542,1.08491e-05,-0.996988,0,-5.61491e-07,1,1.08382e-05,0,0.0193885,1.80727e-06,-0.249247,1|0.996988,-2.80745e-07,0.0775542,0,0.0775542,1.08491e-05,-0.996988,0,-5.61491e-07,1,1.08382e-05,0,0.0193884,0.250002,-0.249244,1||
